timestamp,angle,angleVelocity,pushDirection,pushMagnitude,isBalanced,level,energy,gameMode,score,balanceThreshold,reactionTime
0.917,0.0,0.0,1,1.00,false,1,,Jiggle,0,0.3500,0.000
1.368,0.0,0.0,-1,1.00,false,1,,Jiggle,0,0.3500,0.000
